,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
255,0*,0,0,-,0,0,v U.A.E.,Harare,6-Mar-18,ODI # 3987,Ashley Nurse,315594
256,DNB,-,-,-,-,-,v P.N.G.,Harare,8-Mar-18,ODI # 3991,Ashley Nurse,315594
257,10*,10,14,71.42,1,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Ashley Nurse,315594
258,10*,10,15,66.66,0,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Ashley Nurse,315594
259,8*,8,8,100,1,0,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Ashley Nurse,315594
260,5,5,8,62.5,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Ashley Nurse,315594
261,26*,26,29,89.65,3,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Ashley Nurse,315594
262,7,7,11,63.63,0,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Ashley Nurse,315594
263,3,3,8,37.5,0,0,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Ashley Nurse,315594
264,5*,5,7,71.42,0,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Ashley Nurse,315594
265,2,2,2,100,0,0,v India,Guwahati,21-Oct-18,ODI # 4056,Ashley Nurse,315594
266,5,5,7,71.42,0,0,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Ashley Nurse,315594
267,40,40,22,181.81,4,2,v India,Pune,27-Oct-18,ODI # 4062,Ashley Nurse,315594
268,8,8,13,61.53,1,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Ashley Nurse,315594
269,25*,25,8,312.5,1,3,v England,Bridgetown,20-Feb-19,ODI # 4096,Ashley Nurse,315594
270,13*,13,16,81.25,0,0,v England,Bridgetown,22-Feb-19,ODI # 4097,Ashley Nurse,315594
271,TDNB,-,-,-,-,-,v England,St George's,25-Feb-19,ODI # 4098,Ashley Nurse,315594
272,43,43,41,104.87,5,0,v England,St George's,27-Feb-19,ODI # 4099,Ashley Nurse,315594
273,DNB,-,-,-,-,-,v England,Gros Islet,2-Mar-19,ODI # 4103,Ashley Nurse,315594
274,DNB,-,-,-,-,-,v Ireland,Dublin,5-May-19,ODI # 4128,Ashley Nurse,315594
275,19,19,17,111.76,0,1,v Bangladesh,Dublin,7-May-19,ODI # 4129,Ashley Nurse,315594
276,DNB,-,-,-,-,-,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Ashley Nurse,315594
277,14,14,12,116.66,1,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Ashley Nurse,315594
278,DNB,-,-,-,-,-,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Ashley Nurse,315594
279,22,22,30,73.33,4,0,v Pakistan,Abu Dhabi,5-Oct-16,ODI # 3789,Evin Lewis,431901
280,27,27,50,54,1,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Evin Lewis,431901
281,18,18,17,105.88,4,0,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Evin Lewis,431901
282,148,148,122,121.31,15,4,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Evin Lewis,431901
283,9,9,9,100,2,0,v Zimbabwe,Bulawayo,25-Nov-16,ODI # 3809,Evin Lewis,431901
284,21,21,33,63.63,2,0,v England,North Sound,3-Mar-17,ODI # 3845,Evin Lewis,431901
285,8,8,9,88.88,2,0,v England,North Sound,5-Mar-17,ODI # 3848,Evin Lewis,431901
286,0,0,3,0,0,0,v England,Bridgetown,9-Mar-17,ODI # 3849,Evin Lewis,431901
287,47,47,63,74.6,3,2,v Pakistan,Providence,7-Apr-17,ODI # 3861,Evin Lewis,431901
288,13,13,14,92.85,2,0,v Pakistan,Providence,9-Apr-17,ODI # 3862,Evin Lewis,431901
289,16,16,22,72.72,1,0,v Pakistan,Providence,11-Apr-17,ODI # 3863,Evin Lewis,431901
290,21,21,47,44.68,0,0,v Afghanistan,Gros Islet,9-Jun-17,ODI # 3884,Evin Lewis,431901
291,33,33,36,91.66,5,0,v Afghanistan,Gros Islet,11-Jun-17,ODI # 3887,Evin Lewis,431901
292,TDNB,-,-,-,-,-,v Afghanistan,Gros Islet,14-Jun-17,ODI # 3890,Evin Lewis,431901
293,TDNB,-,-,-,-,-,v India,Port of Spain,23-Jun-17,ODI # 3895,Evin Lewis,431901
294,21,21,37,56.75,2,0,v India,Port of Spain,25-Jun-17,ODI # 3896,Evin Lewis,431901
295,2,2,5,40,0,0,v India,North Sound,30-Jun-17,ODI # 3898,Evin Lewis,431901
296,35,35,60,58.33,2,2,v India,North Sound,2-Jul-17,ODI # 3900,Evin Lewis,431901
297,9,9,20,45,0,0,v India,Kingston,6-Jul-17,ODI # 3902,Evin Lewis,431901
298,11,11,14,78.57,1,0,v England,Manchester,19-Sep-17,ODI # 3911,Evin Lewis,431901
299,TDNB,-,-,-,-,-,v England,Nottingham,21-Sep-17,ODI # 3913,Evin Lewis,431901
300,13,13,8,162.5,0,2,v England,Bristol,24-Sep-17,ODI # 3915,Evin Lewis,431901
301,176*,176,130,135.38,17,7,v England,The Oval,27-Sep-17,ODI # 3916,Evin Lewis,431901
302,76,76,100,76,7,1,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Evin Lewis,431901
303,10,10,17,58.82,2,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Evin Lewis,431901
304,31,31,49,63.26,3,0,v U.A.E.,Harare,6-Mar-18,ODI # 3987,Evin Lewis,431901
305,8,8,6,133.33,0,1,v P.N.G.,Harare,8-Mar-18,ODI # 3991,Evin Lewis,431901
306,9,9,11,81.81,2,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Evin Lewis,431901
307,27,27,37,72.97,4,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Evin Lewis,431901
308,64,64,75,85.33,7,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Evin Lewis,431901
309,66,66,87,75.86,7,2,v Scotland,Harare,21-Mar-18,ODI # 4004,Evin Lewis,431901
310,27,27,36,75,6,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Evin Lewis,431901
311,17,17,29,58.62,2,1,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Evin Lewis,431901
312,12,12,18,66.66,1,1,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Evin Lewis,431901
313,13,13,33,39.39,1,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Evin Lewis,431901
314,47,47,81,58.02,4,1,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Shai Hope,581379
315,101,101,120,84.16,4,4,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Shai Hope,581379
316,25,25,32,78.12,2,0,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Shai Hope,581379
317,14,14,22,63.63,2,0,v Zimbabwe,Bulawayo,25-Nov-16,ODI # 3809,Shai Hope,581379
318,31,31,38,81.57,2,0,v England,North Sound,3-Mar-17,ODI # 3845,Shai Hope,581379
319,16,16,27,59.25,1,0,v England,North Sound,5-Mar-17,ODI # 3848,Shai Hope,581379
320,16,16,42,38.09,1,0,v England,Bridgetown,9-Mar-17,ODI # 3849,Shai Hope,581379
321,24,24,34,70.58,1,1,v Pakistan,Providence,7-Apr-17,ODI # 3861,Shai Hope,581379
322,15,15,12,125,3,0,v Pakistan,Providence,9-Apr-17,ODI # 3862,Shai Hope,581379
323,71,71,112,63.39,1,2,v Pakistan,Providence,11-Apr-17,ODI # 3863,Shai Hope,581379
324,35,35,63,55.55,1,1,v Afghanistan,Gros Islet,9-Jun-17,ODI # 3884,Shai Hope,581379
325,48*,48,77,62.33,3,0,v Afghanistan,Gros Islet,11-Jun-17,ODI # 3887,Shai Hope,581379
326,TDNB,-,-,-,-,-,v Afghanistan,Gros Islet,14-Jun-17,ODI # 3890,Shai Hope,581379
327,TDNB,-,-,-,-,-,v India,Port of Spain,23-Jun-17,ODI # 3895,Shai Hope,581379
328,81,81,88,92.04,5,3,v India,Port of Spain,25-Jun-17,ODI # 3896,Shai Hope,581379
329,24,24,50,48,2,0,v India,North Sound,30-Jun-17,ODI # 3898,Shai Hope,581379
330,25,25,39,64.1,1,0,v India,North Sound,2-Jul-17,ODI # 3900,Shai Hope,581379
331,51,51,98,52.04,5,0,v India,Kingston,6-Jul-17,ODI # 3902,Shai Hope,581379
332,35,35,57,61.4,4,0,v England,Manchester,19-Sep-17,ODI # 3911,Shai Hope,581379
333,TDNB,-,-,-,-,-,v England,Nottingham,21-Sep-17,ODI # 3913,Shai Hope,581379
334,20,20,25,80,4,0,v England,Bristol,24-Sep-17,ODI # 3915,Shai Hope,581379
335,11,11,11,100,2,0,v England,The Oval,27-Sep-17,ODI # 3916,Shai Hope,581379
336,72,72,95,75.78,4,1,v England,Southampton,29-Sep-17,ODI # 3918,Shai Hope,581379
337,0,0,1,0,0,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shai Hope,581379
338,23,23,19,121.05,3,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shai Hope,581379
339,2,2,4,50,0,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Shai Hope,581379
340,35*,35,27,129.62,1,3,v U.A.E.,Harare,6-Mar-18,ODI # 3987,Shai Hope,581379
341,49*,49,115,42.6,3,0,v P.N.G.,Harare,8-Mar-18,ODI # 3991,Shai Hope,581379
342,7,7,14,50,1,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Shai Hope,581379
343,43,43,94,45.74,0,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Shai Hope,581379
344,76,76,97,78.35,5,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Shai Hope,581379
345,0,0,6,0,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Shai Hope,581379
346,23,23,33,69.69,0,1,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Shai Hope,581379
347,6,6,11,54.54,0,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Shai Hope,581379
348,25,25,43,58.13,3,0,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Shai Hope,581379
349,64,64,94,68.08,5,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Shai Hope,581379
350,32,32,51,62.74,2,0,v India,Guwahati,21-Oct-18,ODI # 4056,Shai Hope,581379
351,123*,123,134,91.79,10,3,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Shai Hope,581379
352,95,95,113,84.07,6,3,v India,Pune,27-Oct-18,ODI # 4062,Shai Hope,581379
353,0,0,2,0,0,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Shai Hope,581379
354,0,0,5,0,0,0,v India,Thiruvananthapuram,1-Nov-18,ODI # 4064,Shai Hope,581379
355,43,43,59,72.88,3,0,v Bangladesh,Dhaka,9-Dec-18,ODI # 4071,Shai Hope,581379
356,146*,146,144,101.38,12,3,v Bangladesh,Dhaka,11-Dec-18,ODI # 4072,Shai Hope,581379
357,108*,108,131,82.44,9,1,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Shai Hope,581379
358,64,64,65,98.46,7,1,v England,Bridgetown,20-Feb-19,ODI # 4096,Shai Hope,581379
359,33,33,45,73.33,1,2,v England,Bridgetown,22-Feb-19,ODI # 4097,Shai Hope,581379
360,TDNB,-,-,-,-,-,v England,St George's,25-Feb-19,ODI # 4098,Shai Hope,581379
361,5,5,7,71.42,1,0,v England,St George's,27-Feb-19,ODI # 4099,Shai Hope,581379
362,13,13,18,72.22,0,1,v England,Gros Islet,2-Mar-19,ODI # 4103,Shai Hope,581379
363,170,170,152,111.84,22,2,v Ireland,Dublin,5-May-19,ODI # 4128,Shai Hope,581379
364,109,109,132,82.57,11,1,v Bangladesh,Dublin,7-May-19,ODI # 4129,Shai Hope,581379
365,30,30,32,93.75,4,0,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Shai Hope,581379
366,87,87,108,80.55,6,1,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Shai Hope,581379
367,74,74,64,115.62,6,3,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Shai Hope,581379
368,29,29,42,69.04,4,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shimron Hetmyer,670025
369,2,2,4,50,0,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shimron Hetmyer,670025
370,127,127,93,136.55,14,4,v U.A.E.,Harare,6-Mar-18,ODI # 3987,Shimron Hetmyer,670025
371,8,8,12,66.66,1,0,v P.N.G.,Harare,8-Mar-18,ODI # 3991,Shimron Hetmyer,670025
372,36,36,40,90,3,1,v Ireland,Harare,10-Mar-18,ODI # 3993,Shimron Hetmyer,670025
373,15,15,22,68.18,1,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Shimron Hetmyer,670025
374,13,13,7,185.71,0,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Shimron Hetmyer,670025
375,4,4,11,36.36,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Shimron Hetmyer,670025
376,38,38,51,74.5,3,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Shimron Hetmyer,670025
377,52,52,78,66.66,5,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Shimron Hetmyer,670025
378,125,125,93,134.4,3,7,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Shimron Hetmyer,670025
379,30,30,42,71.42,2,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Shimron Hetmyer,670025
380,106,106,78,135.89,6,6,v India,Guwahati,21-Oct-18,ODI # 4056,Shimron Hetmyer,670025
381,94,94,64,146.87,4,7,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Shimron Hetmyer,670025
382,37,37,21,176.19,2,3,v India,Pune,27-Oct-18,ODI # 4062,Shimron Hetmyer,670025
383,13,13,11,118.18,2,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Shimron Hetmyer,670025
384,9,9,11,81.81,1,0,v India,Thiruvananthapuram,1-Nov-18,ODI # 4064,Shimron Hetmyer,670025
385,6,6,13,46.15,0,0,v Bangladesh,Dhaka,9-Dec-18,ODI # 4071,Shimron Hetmyer,670025
386,14,14,10,140,0,1,v Bangladesh,Dhaka,11-Dec-18,ODI # 4072,Shimron Hetmyer,670025
387,0,0,6,0,0,0,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Shimron Hetmyer,670025
388,20,20,15,133.33,2,1,v England,Bridgetown,20-Feb-19,ODI # 4096,Shimron Hetmyer,670025
389,104*,104,83,125.3,7,4,v England,Bridgetown,22-Feb-19,ODI # 4097,Shimron Hetmyer,670025
390,TDNB,-,-,-,-,-,v England,St George's,25-Feb-19,ODI # 4098,Shimron Hetmyer,670025
391,6,6,2,300,0,1,v England,St George's,27-Feb-19,ODI # 4099,Shimron Hetmyer,670025
392,11*,11,6,183.33,2,0,v England,Gros Islet,2-Mar-19,ODI # 4103,Shimron Hetmyer,670025
393,DNB,-,-,-,-,-,v Australia,Bridgetown,21-Jun-16,ODI # 3752,Shannon Gabriel,446101
394,2,2,6,33.33,0,0,v South Africa,Bridgetown,24-Jun-16,ODI # 3754,Shannon Gabriel,446101
395,1*,1,1,100,0,0,v Australia,Bridgetown,26-Jun-16,ODI # 3756,Shannon Gabriel,446101
396,2,2,8,25,0,0,v Pakistan,Sharjah,30-Sep-16,ODI # 3784,Shannon Gabriel,446101
397,1*,1,3,33.33,0,0,v Pakistan,Abu Dhabi,5-Oct-16,ODI # 3789,Shannon Gabriel,446101
398,0,0,2,0,0,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Shannon Gabriel,446101
399,DNB,-,-,-,-,-,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Shannon Gabriel,446101
400,0*,0,0,-,0,0,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Shannon Gabriel,446101
401,0,0,4,0,0,0,v England,North Sound,3-Mar-17,ODI # 3845,Shannon Gabriel,446101
402,1,1,2,50,0,0,v England,North Sound,5-Mar-17,ODI # 3848,Shannon Gabriel,446101
403,DNB,-,-,-,-,-,v Pakistan,Providence,7-Apr-17,ODI # 3861,Shannon Gabriel,446101
404,0*,0,0,-,0,0,v Pakistan,Providence,9-Apr-17,ODI # 3862,Shannon Gabriel,446101
405,DNB,-,-,-,-,-,v Pakistan,Providence,11-Apr-17,ODI # 3863,Shannon Gabriel,446101
406,2*,2,5,40,0,0,v Afghanistan,Gros Islet,9-Jun-17,ODI # 3884,Shannon Gabriel,446101
407,DNB,-,-,-,-,-,v Afghanistan,Gros Islet,11-Jun-17,ODI # 3887,Shannon Gabriel,446101
408,0*,0,0,-,0,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shannon Gabriel,446101
409,0,0,2,0,0,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shannon Gabriel,446101
410,12*,12,20,60,1,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Shannon Gabriel,446101
411,DNB,-,-,-,-,-,v Ireland,Dublin,5-May-19,ODI # 4128,Shannon Gabriel,446101
412,0*,0,0,-,0,0,v Bangladesh,Dublin,7-May-19,ODI # 4129,Shannon Gabriel,446101
413,DNB,-,-,-,-,-,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Shannon Gabriel,446101
414,DNB,-,-,-,-,-,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Shannon Gabriel,446101
415,5,5,7,71.42,1,0,v India,Pune,27-Oct-18,ODI # 4062,Fabian Allen,670013
416,10,10,17,58.82,1,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Fabian Allen,670013
417,4,4,11,36.36,0,0,v India,Thiruvananthapuram,1-Nov-18,ODI # 4064,Fabian Allen,670013
418,6,6,17,35.29,0,1,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Fabian Allen,670013
419,0*,0,0,-,0,0,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Fabian Allen,670013
420,7,7,9,77.77,1,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Fabian Allen,670013
421,DNB,-,-,-,-,-,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Fabian Allen,670013
422,1*,1,1,100,0,0,v South Africa,Port Elizabeth,25-Jan-15,ODI # 3591,Sheldon Cottrell,495551
423,2*,2,8,25,0,0,v South Africa,Centurion,28-Jan-15,ODI # 3593,Sheldon Cottrell,495551
424,8,8,11,72.72,1,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Sheldon Cottrell,495551
425,3,3,4,75,0,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Sheldon Cottrell,495551
426,DNB,-,-,-,-,-,v U.A.E.,Harare,6-Mar-18,ODI # 3987,Sheldon Cottrell,495551
427,DNB,-,-,-,-,-,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Sheldon Cottrell,495551
428,DNB,-,-,-,-,-,v England,Bridgetown,22-Feb-19,ODI # 4097,Sheldon Cottrell,495551
429,TDNB,-,-,-,-,-,v England,St George's,25-Feb-19,ODI # 4098,Sheldon Cottrell,495551
430,0*,0,0,-,0,0,v England,St George's,27-Feb-19,ODI # 4099,Sheldon Cottrell,495551
431,DNB,-,-,-,-,-,v England,Gros Islet,2-Mar-19,ODI # 4103,Sheldon Cottrell,495551
432,DNB,-,-,-,-,-,v Ireland,Dublin,5-May-19,ODI # 4128,Sheldon Cottrell,495551
433,4*,4,7,57.14,0,0,v Bangladesh,Dublin,7-May-19,ODI # 4129,Sheldon Cottrell,495551
434,DNB,-,-,-,-,-,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Sheldon Cottrell,495551
435,8*,8,4,200,0,1,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Sheldon Cottrell,495551
436,19,19,16,118.75,2,0,v India,Kingston,26-Jun-09,ODI # 2852,Darren Bravo,277472
437,DNB,-,-,-,-,-,v India,Kingston,28-Jun-09,ODI # 2853,Darren Bravo,277472
438,21,21,15,140,3,0,v India,Gros Islet,3-Jul-09,ODI # 2854,Darren Bravo,277472
439,DNB,-,-,-,-,-,v India,Gros Islet,5-Jul-09,ODI # 2855,Darren Bravo,277472
440,14,14,35,40,1,0,v Zimbabwe,Kingstown,14-Mar-10,ODI # 2976,Darren Bravo,277472
441,74,74,75,98.66,6,2,v Canada,Kingston,13-Apr-10,ODI # 2977,Darren Bravo,277472
442,28*,28,36,77.77,0,2,v Ireland,Kingston,15-Apr-10,ODI # 2978,Darren Bravo,277472
443,1,1,6,16.66,0,0,v South Africa,Roseau,28-May-10,ODI # 2982,Darren Bravo,277472
444,45*,45,31,145.16,3,1,v South Africa,Roseau,30-May-10,ODI # 2984,Darren Bravo,277472
445,17,17,47,36.17,0,0,v South Africa,Port of Spain,3-Jun-10,ODI # 2987,Darren Bravo,277472
446,8,8,22,36.36,0,0,v Sri Lanka,Colombo (SSC),31-Jan-11,ODI # 3092,Darren Bravo,277472
447,39,39,64,60.93,0,3,v Sri Lanka,Colombo (SSC),3-Feb-11,ODI # 3096,Darren Bravo,277472
448,79,79,91,86.81,9,1,v Sri Lanka,Colombo (SSC),6-Feb-11,ODI # 3099,Darren Bravo,277472
449,73,73,82,89.02,8,1,v South Africa,Delhi,24-Feb-11,ODI # 3106,Darren Bravo,277472
450,30,30,38,78.94,1,2,v Netherlands,Delhi,28-Feb-11,ODI # 3112,Darren Bravo,277472
451,9*,9,26,34.61,1,0,v Bangladesh,Dhaka,4-Mar-11,ODI # 3118,Darren Bravo,277472
452,0,0,3,0,0,0,v Ireland,Mohali,11-Mar-11,ODI # 3126,Darren Bravo,277472
453,5,5,15,33.33,1,0,v England,Chennai,17-Mar-11,ODI # 3135,Darren Bravo,277472
454,22,22,29,75.86,1,1,v India,Chennai,20-Mar-11,ODI # 3141,Darren Bravo,277472
455,0,0,3,0,0,0,v Pakistan,Dhaka,23-Mar-11,ODI # 3142,Darren Bravo,277472
456,67,67,109,61.46,1,1,v Pakistan,Gros Islet,23-Apr-11,ODI # 3152,Darren Bravo,277472
457,12,12,18,66.66,2,0,v Pakistan,Gros Islet,25-Apr-11,ODI # 3153,Darren Bravo,277472
458,47,47,77,61.03,3,1,v Pakistan,Bridgetown,28-Apr-11,ODI # 3154,Darren Bravo,277472
459,21,21,26,80.76,3,0,v Pakistan,Bridgetown,2-May-11,ODI # 3155,Darren Bravo,277472
460,DNB,-,-,-,-,-,v Pakistan,Providence,5-May-11,ODI # 3156,Darren Bravo,277472
461,4,4,8,50,1,0,v India,Port of Spain,6-Jun-11,ODI # 3159,Darren Bravo,277472
462,15,15,36,41.66,2,0,v India,North Sound,13-Jun-11,ODI # 3162,Darren Bravo,277472
463,86,86,99,86.86,3,6,v India,Kingston,16-Jun-11,ODI # 3163,Darren Bravo,277472
464,20,20,19,105.26,2,0,v Bangladesh,Dhaka,13-Oct-11,ODI # 3198,Darren Bravo,277472
465,1*,1,12,8.33,0,0,v Bangladesh,Dhaka,15-Oct-11,ODI # 3200,Darren Bravo,277472
466,0,0,3,0,0,0,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Darren Bravo,277472
467,60,60,74,81.08,6,0,v India,Cuttack,29-Nov-11,ODI # 3217,Darren Bravo,277472
468,13,13,17,76.47,2,0,v India,Visakhapatnam,2-Dec-11,ODI # 3219,Darren Bravo,277472
469,26*,26,41,63.41,2,0,v India,Ahmedabad,5-Dec-11,ODI # 3221,Darren Bravo,277472
470,4,4,15,26.66,1,0,v Australia,Kingstown,16-Mar-12,ODI # 3262,Darren Bravo,277472
471,16,16,28,57.14,3,0,v Australia,Kingstown,18-Mar-12,ODI # 3264,Darren Bravo,277472
472,0,0,3,0,0,0,v Australia,Kingstown,20-Mar-12,ODI # 3266,Darren Bravo,277472
473,25,25,50,50,3,0,v Australia,Gros Islet,23-Mar-12,ODI # 3268,Darren Bravo,277472
474,3,3,21,14.28,0,0,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Darren Bravo,277472
475,8*,8,13,61.53,1,0,v England,Southampton,16-Jun-12,ODI # 3276,Darren Bravo,277472
476,35,35,41,85.36,4,1,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Darren Bravo,277472
477,28,28,41,68.29,3,0,v Bangladesh,Khulna,2-Dec-12,ODI # 3310,Darren Bravo,277472
478,13,13,23,56.52,2,0,v Bangladesh,Dhaka,5-Dec-12,ODI # 3311,Darren Bravo,277472
479,34,34,61,55.73,3,0,v Bangladesh,Dhaka,7-Dec-12,ODI # 3312,Darren Bravo,277472
480,51,51,108,47.22,3,1,v Bangladesh,Dhaka,8-Dec-12,ODI # 3313,Darren Bravo,277472
481,11,11,25,44,1,0,v Australia,Perth,1-Feb-13,ODI # 3330,Darren Bravo,277472
482,14,14,20,70,3,0,v Australia,Perth,3-Feb-13,ODI # 3331,Darren Bravo,277472
483,86,86,96,89.58,7,1,v Australia,Canberra,6-Feb-13,ODI # 3332,Darren Bravo,277472
484,4,4,16,25,1,0,v Australia,Sydney,8-Feb-13,ODI # 3333,Darren Bravo,277472
485,33,33,50,66,3,0,v Australia,Melbourne,10-Feb-13,ODI # 3334,Darren Bravo,277472
486,100*,100,71,140.84,9,4,v Zimbabwe,St George's,22-Feb-13,ODI # 3337,Darren Bravo,277472
487,0,0,2,0,0,0,v Zimbabwe,St George's,24-Feb-13,ODI # 3339,Darren Bravo,277472
488,72*,72,103,69.9,5,0,v Zimbabwe,St George's,26-Feb-13,ODI # 3340,Darren Bravo,277472
489,0,0,4,0,0,0,v Pakistan,The Oval,7-Jun-13,ODI # 3364,Darren Bravo,277472
490,35,35,83,42.16,2,0,v India,The Oval,11-Jun-13,ODI # 3368,Darren Bravo,277472
491,12,12,7,171.42,2,0,v South Africa,Cardiff,14-Jun-13,ODI # 3371,Darren Bravo,277472
492,27,27,30,90,4,0,v Sri Lanka,Kingston,28-Jun-13,ODI # 3378,Darren Bravo,277472
493,55,55,78,70.51,5,1,v India,Kingston,30-Jun-13,ODI # 3380,Darren Bravo,277472
494,1,1,7,14.28,0,0,v India,Port of Spain,5-Jul-13,ODI # 3383,Darren Bravo,277472
495,70,70,84,83.33,4,1,v Sri Lanka,Port of Spain,7-Jul-13,ODI # 3385,Darren Bravo,277472
496,5,5,18,27.77,1,0,v Pakistan,Providence,14-Jul-13,ODI # 3389,Darren Bravo,277472
497,54,54,81,66.66,6,0,v Pakistan,Providence,16-Jul-13,ODI # 3390,Darren Bravo,277472
498,17,17,40,42.5,2,0,v Pakistan,Gros Islet,19-Jul-13,ODI # 3391,Darren Bravo,277472
499,9,9,18,50,1,0,v Pakistan,Gros Islet,21-Jul-13,ODI # 3393,Darren Bravo,277472
500,9,9,21,42.85,1,0,v Pakistan,Gros Islet,24-Jul-13,ODI # 3396,Darren Bravo,277472
501,59,59,77,76.62,4,2,v India,Kochi,21-Nov-13,ODI # 3436,Darren Bravo,277472
502,50,50,54,92.59,8,0,v India,Visakhapatnam,24-Nov-13,ODI # 3437,Darren Bravo,277472
503,51*,51,53,96.22,4,2,v India,Kanpur,27-Nov-13,ODI # 3439,Darren Bravo,277472
504,14,14,18,77.77,3,0,v New Zealand,Auckland,26-Dec-13,ODI # 3449,Darren Bravo,277472
505,1,1,9,11.11,0,0,v Ireland,Kingston,23-Feb-14,ODI # 3472,Darren Bravo,277472
506,2,2,12,16.66,0,0,v England,North Sound,28-Feb-14,ODI # 3477,Darren Bravo,277472
507,13,13,34,38.23,0,1,v England,North Sound,2-Mar-14,ODI # 3480,Darren Bravo,277472
508,16,16,20,80,3,0,v England,North Sound,5-Mar-14,ODI # 3484,Darren Bravo,277472
