"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"217","10.0","0","48","1","4.80","48.00","60.0","v India","Pune","27 Oct 2018","ODI # 4062","Kemar Roach",230553
"218","10.0","0","74","2","7.40","37.00","30.0","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Kemar Roach",230553
"219","5.0","2","13","0","2.60","-","-","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Kemar Roach",230553
"220","6.0","0","35","0","5.83","-","-","v Bangladesh","Dhaka","9 Dec 2018","ODI # 4071","Kemar Roach",230553
"221","10.0","0","39","1","3.90","39.00","60.0","v Bangladesh","Dhaka","11 Dec 2018","ODI # 4072","Kemar Roach",230553
"222","3.0","0","16","0","5.33","-","-","v Bangladesh","Sylhet","14 Dec 2018","ODI # 4073","Kemar Roach",230553
"223","7.0","0","28","2","4.00","14.00","21.0","v Ireland","Dublin","5 May 2019","ODI # 4128","Kemar Roach",230553
"224","7.0","0","30","0","4.28","-","-","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Kemar Roach",230553
"225","10.0","2","62","0","6.20","-","-","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Kemar Roach",230553
"226","6.0","0","46","1","7.66","46.00","36.0","v Bangladesh","Dublin (Malahide)","13 May 2019","ODI # 4134","Kemar Roach",230553
"227","5.0","0","57","0","11.40","-","-","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Kemar Roach",230553
"228","-","-","-","-","-","-","-","v England","Bridgetown","20 Feb 2019","ODI # 4096","Nicholas Pooran ",604302
"229","10.0","1","46","3","4.60","15.33","20.0","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Ashley Nurse",315594
"230","10.0","0","55","1","5.50","55.00","60.0","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Ashley Nurse",315594
"231","8.0","0","58","1","7.25","58.00","48.0","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Ashley Nurse",315594
"232","10.0","0","27","3","2.70","9.00","20.0","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Ashley Nurse",315594
"233","10.0","0","57","2","5.70","28.50","30.0","v England","North Sound","3 Mar 2017","ODI # 3845","Ashley Nurse",315594
"234","10.0","0","34","3","3.40","11.33","20.0","v England","North Sound","5 Mar 2017","ODI # 3848","Ashley Nurse",315594
"235","8.0","0","57","1","7.12","57.00","48.0","v England","Bridgetown","9 Mar 2017","ODI # 3849","Ashley Nurse",315594
"236","10.0","0","62","4","6.20","15.50","15.0","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Ashley Nurse",315594
"237","10.0","0","42","1","4.20","42.00","60.0","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Ashley Nurse",315594
"238","10.0","0","49","1","4.90","49.00","60.0","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Ashley Nurse",315594
"239","10.0","1","34","2","3.40","17.00","30.0","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Ashley Nurse",315594
"240","9.3","0","33","2","3.47","16.50","28.5","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Ashley Nurse",315594
"241","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Ashley Nurse",315594
"242","4.0","1","22","0","5.50","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Ashley Nurse",315594
"243","9.0","0","38","1","4.22","38.00","54.0","v India","Port of Spain","25 Jun 2017","ODI # 3896","Ashley Nurse",315594
"244","10.0","0","34","0","3.40","-","-","v India","North Sound","30 Jun 2017","ODI # 3898","Ashley Nurse",315594
"245","10.0","0","29","1","2.90","29.00","60.0","v India","North Sound","2 Jul 2017","ODI # 3900","Ashley Nurse",315594
"246","4.0","0","34","0","8.50","-","-","v India","Kingston","6 Jul 2017","ODI # 3902","Ashley Nurse",315594
"247","8.5","0","48","0","5.43","-","-","v England","Manchester","19 Sep 2017","ODI # 3911","Ashley Nurse",315594
"248","-","-","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Ashley Nurse",315594
"249","8.0","0","59","1","7.37","59.00","48.0","v England","Bristol","24 Sep 2017","ODI # 3915","Ashley Nurse",315594
"250","3.0","0","39","0","13.00","-","-","v England","The Oval","27 Sep 2017","ODI # 3916","Ashley Nurse",315594
"251","8.0","0","56","0","7.00","-","-","v England","Southampton","29 Sep 2017","ODI # 3918","Ashley Nurse",315594
"252","10.0","0","55","2","5.50","27.50","30.0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Ashley Nurse",315594
"253","10.0","0","45","0","4.50","-","-","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Ashley Nurse",315594
"254","2.0","0","26","0","13.00","-","-","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Ashley Nurse",315594
"255","9.0","0","61","0","6.77","-","-","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Ashley Nurse",315594
"256","6.0","0","31","1","5.16","31.00","36.0","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Ashley Nurse",315594
"257","7.0","0","29","0","4.14","-","-","v Ireland","Harare","10 Mar 2018","ODI # 3993","Ashley Nurse",315594
"258","9.0","0","39","1","4.33","39.00","54.0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Ashley Nurse",315594
"259","4.0","0","28","0","7.00","-","-","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Ashley Nurse",315594
"260","9.2","0","35","2","3.75","17.50","28.0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Ashley Nurse",315594
"261","10.0","2","31","0","3.10","-","-","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Ashley Nurse",315594
"262","10.0","0","39","0","3.90","-","-","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Ashley Nurse",315594
"263","10.0","0","34","1","3.40","34.00","60.0","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Ashley Nurse",315594
"264","10.0","1","53","2","5.30","26.50","30.0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Ashley Nurse",315594
"265","7.0","0","63","0","9.00","-","-","v India","Guwahati","21 Oct 2018","ODI # 4056","Ashley Nurse",315594
"266","10.0","0","46","2","4.60","23.00","30.0","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Ashley Nurse",315594
"267","10.0","0","43","2","4.30","21.50","30.0","v India","Pune","27 Oct 2018","ODI # 4062","Ashley Nurse",315594
"268","8.0","0","57","1","7.12","57.00","48.0","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Ashley Nurse",315594
"269","10.0","0","69","0","6.90","-","-","v England","Bridgetown","20 Feb 2019","ODI # 4096","Ashley Nurse",315594
"270","6.0","0","28","0","4.66","-","-","v England","Bridgetown","22 Feb 2019","ODI # 4097","Ashley Nurse",315594
"271","-","-","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Ashley Nurse",315594
"272","10.0","0","68","1","6.80","68.00","60.0","v England","St George's","27 Feb 2019","ODI # 4099","Ashley Nurse",315594
"273","4.0","0","24","0","6.00","-","-","v England","Gros Islet","2 Mar 2019","ODI # 4103","Ashley Nurse",315594
"274","7.4","0","51","4","6.65","12.75","11.5","v Ireland","Dublin","5 May 2019","ODI # 4128","Ashley Nurse",315594
"275","7.0","0","46","0","6.57","-","-","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Ashley Nurse",315594
"276","4.0","0","37","0","9.25","-","-","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Ashley Nurse",315594
"277","10.0","0","53","3","5.30","17.66","20.0","v Bangladesh","Dublin (Malahide)","13 May 2019","ODI # 4134","Ashley Nurse",315594
"278","3.0","0","35","0","11.66","-","-","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Ashley Nurse",315594
"279","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","5 Oct 2016","ODI # 3789","Evin Lewis",431901
"280","-","-","-","-","-","-","-","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Evin Lewis",431901
"281","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Evin Lewis",431901
"282","-","-","-","-","-","-","-","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Evin Lewis",431901
"283","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Evin Lewis",431901
"284","-","-","-","-","-","-","-","v England","North Sound","3 Mar 2017","ODI # 3845","Evin Lewis",431901
"285","-","-","-","-","-","-","-","v England","North Sound","5 Mar 2017","ODI # 3848","Evin Lewis",431901
"286","-","-","-","-","-","-","-","v England","Bridgetown","9 Mar 2017","ODI # 3849","Evin Lewis",431901
"287","-","-","-","-","-","-","-","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Evin Lewis",431901
"288","-","-","-","-","-","-","-","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Evin Lewis",431901
"289","-","-","-","-","-","-","-","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Evin Lewis",431901
"290","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Evin Lewis",431901
"291","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Evin Lewis",431901
"292","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Evin Lewis",431901
"293","-","-","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Evin Lewis",431901
"294","-","-","-","-","-","-","-","v India","Port of Spain","25 Jun 2017","ODI # 3896","Evin Lewis",431901
"295","-","-","-","-","-","-","-","v India","North Sound","30 Jun 2017","ODI # 3898","Evin Lewis",431901
"296","-","-","-","-","-","-","-","v India","North Sound","2 Jul 2017","ODI # 3900","Evin Lewis",431901
"297","-","-","-","-","-","-","-","v India","Kingston","6 Jul 2017","ODI # 3902","Evin Lewis",431901
"298","-","-","-","-","-","-","-","v England","Manchester","19 Sep 2017","ODI # 3911","Evin Lewis",431901
"299","-","-","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Evin Lewis",431901
"300","-","-","-","-","-","-","-","v England","Bristol","24 Sep 2017","ODI # 3915","Evin Lewis",431901
"301","-","-","-","-","-","-","-","v England","The Oval","27 Sep 2017","ODI # 3916","Evin Lewis",431901
"302","-","-","-","-","-","-","-","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Evin Lewis",431901
"303","-","-","-","-","-","-","-","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Evin Lewis",431901
"304","-","-","-","-","-","-","-","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Evin Lewis",431901
"305","-","-","-","-","-","-","-","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Evin Lewis",431901
"306","-","-","-","-","-","-","-","v Ireland","Harare","10 Mar 2018","ODI # 3993","Evin Lewis",431901
"307","-","-","-","-","-","-","-","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Evin Lewis",431901
"308","-","-","-","-","-","-","-","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Evin Lewis",431901
"309","-","-","-","-","-","-","-","v Scotland","Harare","21 Mar 2018","ODI # 4004","Evin Lewis",431901
"310","-","-","-","-","-","-","-","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Evin Lewis",431901
"311","-","-","-","-","-","-","-","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Evin Lewis",431901
"312","-","-","-","-","-","-","-","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Evin Lewis",431901
"313","-","-","-","-","-","-","-","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Evin Lewis",431901
"314","-","-","-","-","-","-","-","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Shai Hope",581379
"315","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Shai Hope",581379
"316","-","-","-","-","-","-","-","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Shai Hope",581379
"317","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Shai Hope",581379
"318","-","-","-","-","-","-","-","v England","North Sound","3 Mar 2017","ODI # 3845","Shai Hope",581379
"319","-","-","-","-","-","-","-","v England","North Sound","5 Mar 2017","ODI # 3848","Shai Hope",581379
"320","-","-","-","-","-","-","-","v England","Bridgetown","9 Mar 2017","ODI # 3849","Shai Hope",581379
"321","-","-","-","-","-","-","-","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Shai Hope",581379
"322","-","-","-","-","-","-","-","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Shai Hope",581379
"323","-","-","-","-","-","-","-","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Shai Hope",581379
"324","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Shai Hope",581379
"325","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Shai Hope",581379
"326","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Shai Hope",581379
"327","-","-","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Shai Hope",581379
"328","-","-","-","-","-","-","-","v India","Port of Spain","25 Jun 2017","ODI # 3896","Shai Hope",581379
"329","-","-","-","-","-","-","-","v India","North Sound","30 Jun 2017","ODI # 3898","Shai Hope",581379
"330","-","-","-","-","-","-","-","v India","North Sound","2 Jul 2017","ODI # 3900","Shai Hope",581379
"331","-","-","-","-","-","-","-","v India","Kingston","6 Jul 2017","ODI # 3902","Shai Hope",581379
"332","-","-","-","-","-","-","-","v England","Manchester","19 Sep 2017","ODI # 3911","Shai Hope",581379
"333","-","-","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Shai Hope",581379
"334","-","-","-","-","-","-","-","v England","Bristol","24 Sep 2017","ODI # 3915","Shai Hope",581379
"335","-","-","-","-","-","-","-","v England","The Oval","27 Sep 2017","ODI # 3916","Shai Hope",581379
"336","-","-","-","-","-","-","-","v England","Southampton","29 Sep 2017","ODI # 3918","Shai Hope",581379
"337","-","-","-","-","-","-","-","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Shai Hope",581379
"338","-","-","-","-","-","-","-","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Shai Hope",581379
"339","-","-","-","-","-","-","-","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Shai Hope",581379
"340","-","-","-","-","-","-","-","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Shai Hope",581379
"341","-","-","-","-","-","-","-","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Shai Hope",581379
"342","-","-","-","-","-","-","-","v Ireland","Harare","10 Mar 2018","ODI # 3993","Shai Hope",581379
"343","-","-","-","-","-","-","-","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Shai Hope",581379
"344","-","-","-","-","-","-","-","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Shai Hope",581379
"345","-","-","-","-","-","-","-","v Scotland","Harare","21 Mar 2018","ODI # 4004","Shai Hope",581379
"346","-","-","-","-","-","-","-","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Shai Hope",581379
"347","-","-","-","-","-","-","-","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Shai Hope",581379
"348","-","-","-","-","-","-","-","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Shai Hope",581379
"349","-","-","-","-","-","-","-","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Shai Hope",581379
"350","-","-","-","-","-","-","-","v India","Guwahati","21 Oct 2018","ODI # 4056","Shai Hope",581379
"351","-","-","-","-","-","-","-","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Shai Hope",581379
"352","-","-","-","-","-","-","-","v India","Pune","27 Oct 2018","ODI # 4062","Shai Hope",581379
"353","-","-","-","-","-","-","-","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Shai Hope",581379
"354","-","-","-","-","-","-","-","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Shai Hope",581379
"355","-","-","-","-","-","-","-","v Bangladesh","Dhaka","9 Dec 2018","ODI # 4071","Shai Hope",581379
"356","-","-","-","-","-","-","-","v Bangladesh","Dhaka","11 Dec 2018","ODI # 4072","Shai Hope",581379
"357","-","-","-","-","-","-","-","v Bangladesh","Sylhet","14 Dec 2018","ODI # 4073","Shai Hope",581379
"358","-","-","-","-","-","-","-","v England","Bridgetown","20 Feb 2019","ODI # 4096","Shai Hope",581379
"359","-","-","-","-","-","-","-","v England","Bridgetown","22 Feb 2019","ODI # 4097","Shai Hope",581379
"360","-","-","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Shai Hope",581379
"361","-","-","-","-","-","-","-","v England","St George's","27 Feb 2019","ODI # 4099","Shai Hope",581379
"362","-","-","-","-","-","-","-","v England","Gros Islet","2 Mar 2019","ODI # 4103","Shai Hope",581379
"363","-","-","-","-","-","-","-","v Ireland","Dublin","5 May 2019","ODI # 4128","Shai Hope",581379
"364","-","-","-","-","-","-","-","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Shai Hope",581379
"365","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Shai Hope",581379
"366","-","-","-","-","-","-","-","v Bangladesh","Dublin (Malahide)","13 May 2019","ODI # 4134","Shai Hope",581379
"367","-","-","-","-","-","-","-","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Shai Hope",581379
"368","-","-","-","-","-","-","-","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Shimron Hetmyer",670025
"369","-","-","-","-","-","-","-","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Shimron Hetmyer",670025
"370","-","-","-","-","-","-","-","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Shimron Hetmyer",670025
"371","-","-","-","-","-","-","-","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Shimron Hetmyer",670025
"372","-","-","-","-","-","-","-","v Ireland","Harare","10 Mar 2018","ODI # 3993","Shimron Hetmyer",670025
"373","-","-","-","-","-","-","-","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Shimron Hetmyer",670025
"374","-","-","-","-","-","-","-","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Shimron Hetmyer",670025
"375","-","-","-","-","-","-","-","v Scotland","Harare","21 Mar 2018","ODI # 4004","Shimron Hetmyer",670025
"376","-","-","-","-","-","-","-","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Shimron Hetmyer",670025
"377","-","-","-","-","-","-","-","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Shimron Hetmyer",670025
"378","-","-","-","-","-","-","-","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Shimron Hetmyer",670025
"379","-","-","-","-","-","-","-","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Shimron Hetmyer",670025
"380","-","-","-","-","-","-","-","v India","Guwahati","21 Oct 2018","ODI # 4056","Shimron Hetmyer",670025
"381","-","-","-","-","-","-","-","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Shimron Hetmyer",670025
"382","-","-","-","-","-","-","-","v India","Pune","27 Oct 2018","ODI # 4062","Shimron Hetmyer",670025
"383","-","-","-","-","-","-","-","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Shimron Hetmyer",670025
"384","-","-","-","-","-","-","-","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Shimron Hetmyer",670025
"385","-","-","-","-","-","-","-","v Bangladesh","Dhaka","9 Dec 2018","ODI # 4071","Shimron Hetmyer",670025
"386","-","-","-","-","-","-","-","v Bangladesh","Dhaka","11 Dec 2018","ODI # 4072","Shimron Hetmyer",670025
"387","-","-","-","-","-","-","-","v Bangladesh","Sylhet","14 Dec 2018","ODI # 4073","Shimron Hetmyer",670025
"388","-","-","-","-","-","-","-","v England","Bridgetown","20 Feb 2019","ODI # 4096","Shimron Hetmyer",670025
